State,Year,Party,Switch
Louisiana,1864,R,1
Louisiana,1868,D,1
Louisiana,1872,R,1
Louisiana,1876,R,0
Louisiana,1880,D,1
Louisiana,1884,D,0
Louisiana,1888,D,0
Louisiana,1892,D,0
Louisiana,1896,D,0
Louisiana,1900,D,0
Louisiana,1904,D,0
Louisiana,1908,D,0
Louisiana,1912,D,0
Louisiana,1916,D,0
Louisiana,1920,D,0
Louisiana,1924,D,0
Louisiana,1928,D,0
Louisiana,1932,D,0
Louisiana,1936,D,0
Louisiana,1940,D,0
Louisiana,1944,D,0
Louisiana,1948,D,0
Louisiana,1952,D,0
Louisiana,1956,R,1
Louisiana,1960,D,1
Louisiana,1964,R,1
Louisiana,1968,O,0
Louisiana,1972,R,0
Louisiana,1976,D,1
Louisiana,1980,R,1
Louisiana,1984,R,0
Louisiana,1988,R,0
Louisiana,1992,D,1
Louisiana,1996,D,0
Louisiana,2000,R,1
Louisiana,2004,R,0
Louisiana,2008,R,0
Louisiana,2012,R,0
Louisiana,2016,R,0
Louisiana,2020,R,0
Maine,1789,,0
Maine,1792,,0
Maine,1796,,0
Maine,1800,,0
Maine,1804,,0
Maine,1808,,0
Maine,1812,,0
Maine,1816,,0
Maine,1820,O,0
Maine,1824,O,0
Maine,1828,O,0
Maine,1832,D,0
Maine,1836,D,0
Maine,1840,O,0
Maine,1844,D,0
Maine,1848,D,0
Maine,1852,D,0
Maine,1856,R,1
Maine,1860,R,0
Maine,1864,R,0
Maine,1868,R,0
Maine,1872,R,0
Maine,1876,R,0
Maine,1880,R,0
Maine,1884,R,0
Maine,1888,R,0
Maine,1892,R,0
Maine,1896,R,0
Maine,1900,R,0
Maine,1904,R,0
Maine,1908,R,0
Maine,1912,D,1
Maine,1916,R,1
Maine,1920,R,0
Maine,1924,R,0
Maine,1928,R,0
Maine,1932,R,0
Maine,1936,R,0
Maine,1940,R,0
Maine,1944,R,0
Maine,1948,R,0
Maine,1952,R,0
Maine,1956,R,0
Maine,1960,R,0
Maine,1964,D,1
Maine,1968,D,0
Maine,1972,R,1
Maine,1976,R,0
Maine,1980,R,0
Maine,1984,R,0
Maine,1988,R,0
Maine,1992,D,1
Maine,1996,D,0
Maine,2000,D,0
Maine,2004,D,0
Maine,2008,D,0
Maine,2012,D,0
Maine,2016,D,0
Maine,2020,D,0
Maryland,1789,O,0
Maryland,1792,O,0
Maryland,1796,O,0
Maryland,1800,O,0
Maryland,1804,O,0
Maryland,1808,O,0
Maryland,1812,O,0
Maryland,1816,O,0
Maryland,1820,O,0
Maryland,1824,O,0
Maryland,1828,O,0
Maryland,1832,O,0
Maryland,1836,O,0
Maryland,1840,O,0
Maryland,1844,O,0
Maryland,1848,O,0
Maryland,1852,D,0
Maryland,1856,O,0
Maryland,1860,D,0
Maryland,1864,R,1
Maryland,1868,D,1
Maryland,1872,O,0
Maryland,1876,D,0
Maryland,1880,D,0
Maryland,1884,D,0
Maryland,1888,D,0
Maryland,1892,D,0
Maryland,1896,R,1
Maryland,1900,R,0
Maryland,1904,D,1
Maryland,1908,D,0
Maryland,1912,D,0
Maryland,1916,D,0
Maryland,1920,R,1
Maryland,1924,R,0
Maryland,1928,R,0
Maryland,1932,D,1
Maryland,1936,D,0
Maryland,1940,D,0
Maryland,1944,D,0
Maryland,1948,R,1
Maryland,1952,R,0
Maryland,1956,R,0
Maryland,1960,D,1
Maryland,1964,D,0
Maryland,1968,D,0
Maryland,1972,R,1
Maryland,1976,D,1
Maryland,1980,D,0
Maryland,1984,R,1
Maryland,1988,R,0
Maryland,1992,D,1
Maryland,1996,D,0
Maryland,2000,D,0
Maryland,2004,D,0
Maryland,2008,D,0
Maryland,2012,D,0
Maryland,2016,D,0
Maryland,2020,D,0
Massachusetts,1789,O,0
Massachusetts,1792,O,0
Massachusetts,1796,O,0
Massachusetts,1800,O,0
Massachusetts,1804,O,0
Massachusetts,1808,O,0
Massachusetts,1812,O,0
Massachusetts,1816,O,0
Massachusetts,1820,O,0
Massachusetts,1824,O,0
Massachusetts,1828,O,0
Massachusetts,1832,O,0
Massachusetts,1836,O,0
Massachusetts,1840,O,0
Massachusetts,1844,O,0
Massachusetts,1848,O,0
Massachusetts,1852,O,0
Massachusetts,1856,R,0
Massachusetts,1860,R,0
Massachusetts,1864,R,0
Massachusetts,1868,R,0
Massachusetts,1872,R,0
Massachusetts,1876,R,0
Massachusetts,1880,R,0
Massachusetts,1884,R,0
Massachusetts,1888,R,0
Massachusetts,1892,R,0
Massachusetts,1896,R,0
Massachusetts,1900,R,0
Massachusetts,1904,R,0
Massachusetts,1908,R,0
Massachusetts,1912,D,1
Massachusetts,1916,R,1
Massachusetts,1920,R,0
Massachusetts,1924,R,0
Massachusetts,1928,D,1
Massachusetts,1932,D,0
Massachusetts,1936,D,0
Massachusetts,1940,D,0
Massachusetts,1944,D,0
Massachusetts,1948,D,0
Massachusetts,1952,R,1
Massachusetts,1956,R,0
Massachusetts,1960,D,1
Massachusetts,1964,D,0
Massachusetts,1968,D,0
Massachusetts,1972,D,0
Massachusetts,1976,D,0
Massachusetts,1980,R,1
Massachusetts,1984,R,0
Massachusetts,1988,D,1
Massachusetts,1992,D,0
Massachusetts,1996,D,0
Massachusetts,2000,D,0
Massachusetts,2004,D,0
Massachusetts,2008,D,0
Massachusetts,2012,D,0
Massachusetts,2016,D,0
Massachusetts,2020,D,0
Michigan,1789,,0
Michigan,1792,,0
Michigan,1796,,0
Michigan,1800,,0
Michigan,1804,,0
Michigan,1808,,0
Michigan,1812,,0
Michigan,1816,,0
Michigan,1820,,0
Michigan,1824,,0
Michigan,1828,,0
Michigan,1832,,0
Michigan,1836,D,0
Michigan,1840,O,0
Michigan,1844,D,0
Michigan,1848,D,0
Michigan,1852,D,0
Michigan,1856,R,1
Michigan,1860,R,0
Michigan,1864,R,0
Michigan,1868,R,0
Michigan,1872,R,0
Michigan,1876,R,0
Michigan,1880,R,0
Michigan,1884,R,0
Michigan,1888,R,0
Michigan,1892,R,0
Michigan,1896,R,0
Michigan,1900,R,0
Michigan,1904,R,0
Michigan,1908,R,0
Michigan,1912,O,0
Michigan,1916,R,0
Michigan,1920,R,0
Michigan,1924,R,0
Michigan,1928,R,0
Michigan,1932,D,1
Michigan,1936,D,0
Michigan,1940,R,1
Michigan,1944,D,1
Michigan,1948,R,1
Michigan,1952,R,0
Michigan,1956,R,0
Michigan,1960,D,1
Michigan,1964,D,0
Michigan,1968,D,0
Michigan,1972,R,1
Michigan,1976,R,0
Michigan,1980,R,0
Michigan,1984,R,0
Michigan,1988,R,0
Michigan,1992,D,1
Michigan,1996,D,0
Michigan,2000,D,0
Michigan,2004,D,0
Michigan,2008,D,0
Michigan,2012,D,0
Michigan,2016,R,1
Michigan,2020,D,1
Minnesota,1789,,0
Minnesota,1792,,0
Minnesota,1796,,0
Minnesota,1800,,0
Minnesota,1804,,0
Minnesota,1808,,0
Minnesota,1812,,0
Minnesota,1816,,0
Minnesota,1820,,0
Minnesota,1824,,0
Minnesota,1828,,0
Minnesota,1832,,0
Minnesota,1836,,0
Minnesota,1840,,0
Minnesota,1844,,0
Minnesota,1848,,0
Minnesota,1852,,0
Minnesota,1856,,0
Minnesota,1860,R,0
Minnesota,1864,R,0
Minnesota,1868,R,0
Minnesota,1872,R,0
Minnesota,1876,R,0
Minnesota,1880,R,0
Minnesota,1884,R,0
Minnesota,1888,R,0
Minnesota,1892,R,0
Minnesota,1896,R,0
Minnesota,1900,R,0
Minnesota,1904,R,0
Minnesota,1908,R,0
Minnesota,1912,O,0
Minnesota,1916,R,0
Minnesota,1920,R,0
Minnesota,1924,R,0
Minnesota,1928,R,0
Minnesota,1932,D,1
Minnesota,1936,D,0
Minnesota,1940,D,0
Minnesota,1944,D,0
Minnesota,1948,D,0
Minnesota,1952,R,1
Minnesota,1956,R,0
Minnesota,1960,D,1
Minnesota,1964,D,0
Minnesota,1968,D,0
Minnesota,1972,R,1
Minnesota,1976,D,1
Minnesota,1980,D,0
Minnesota,1984,D,0
Minnesota,1988,D,0
Minnesota,1992,D,0
Minnesota,1996,D,0
Minnesota,2000,D,0
Minnesota,2004,D,0
Minnesota,2008,D,0
Minnesota,2012,D,0
Minnesota,2016,D,0
Minnesota,2020,D,0
Mississippi,1789,,0
Mississippi,1792,,0
Mississippi,1796,,0
Mississippi,1800,,0
Mississippi,1804,,0
Mississippi,1808,,0
Mississippi,1812,,0
Mississippi,1816,,0
Mississippi,1820,O,0
Mississippi,1824,O,0
Mississippi,1828,D,0
Mississippi,1832,D,0
Mississippi,1836,D,0
Mississippi,1840,O,0
Mississippi,1844,D,0
Mississippi,1848,D,0
Mississippi,1852,D,0
Mississippi,1856,D,0
Mississippi,1860,D,0
Mississippi,1864,,0
Mississippi,1868,,0
Mississippi,1872,R,0
Mississippi,1876,D,1
Mississippi,1880,D,0
Mississippi,1884,D,0
Mississippi,1888,D,0
Mississippi,1892,D,0
Mississippi,1896,D,0
Mississippi,1900,D,0
Mississippi,1904,D,0
Mississippi,1908,D,0
Mississippi,1912,D,0
Mississippi,1916,D,0
Mississippi,1920,D,0
Mississippi,1924,D,0
Mississippi,1928,D,0
Mississippi,1932,D,0
Mississippi,1936,D,0
Mississippi,1940,D,0
Mississippi,1944,D,0
Mississippi,1948,D,0
Mississippi,1952,D,0
Mississippi,1956,D,0
Mississippi,1960,O,0
Mississippi,1964,R,0
Mississippi,1968,O,0
Mississippi,1972,R,0
Mississippi,1976,D,1
Mississippi,1980,R,1
Mississippi,1984,R,0
Mississippi,1988,R,0
Mississippi,1992,R,0
Mississippi,1996,R,0
Mississippi,2000,R,0
Mississippi,2004,R,0
Mississippi,2008,R,0
Mississippi,2012,R,0
Mississippi,2016,R,0
Mississippi,2020,R,0
Missouri,1789,,0
Missouri,1792,,0
Missouri,1796,,0
Missouri,1800,,0
Missouri,1804,,0
Missouri,1808,,0
Missouri,1812,,0
Missouri,1816,,0
Missouri,1820,O,0
Missouri,1824,O,0
Missouri,1828,D,0
Missouri,1832,D,0
Missouri,1836,D,0
Missouri,1840,D,0
Missouri,1844,D,0
Missouri,1848,D,0
Missouri,1852,D,0
Missouri,1856,D,0
Missouri,1860,D,0
Missouri,1864,R,1
Missouri,1868,R,0
Missouri,1872,O,0
Missouri,1876,D,0
Missouri,1880,D,0
Missouri,1884,D,0
Missouri,1888,D,0
Missouri,1892,D,0
Missouri,1896,D,0
Missouri,1900,D,0
Missouri,1904,R,1
Missouri,1908,R,0
Missouri,1912,D,1
Missouri,1916,D,0
Missouri,1920,R,1
Missouri,1924,R,0
Missouri,1928,R,0
Missouri,1932,D,1
Missouri,1936,D,0
Missouri,1940,D,0
Missouri,1944,D,0
Missouri,1948,D,0
Missouri,1952,R,1
Missouri,1956,D,1
Missouri,1960,D,0
Missouri,1964,D,0
Missouri,1968,R,1
Missouri,1972,R,0
Missouri,1976,D,1
Missouri,1980,R,1
Missouri,1984,R,0
Missouri,1988,R,0
Missouri,1992,D,1
Missouri,1996,D,0
Missouri,2000,R,1
Missouri,2004,R,0
Missouri,2008,R,0
Missouri,2012,R,0
Missouri,2016,R,0
Missouri,2020,R,0
Montana,1789,,0
Montana,1792,,0
Montana,1796,,0
Montana,1800,,0
Montana,1804,,0
Montana,1808,,0
Montana,1812,,0
Montana,1816,,0
Montana,1820,,0
Montana,1824,,0
Montana,1828,,0
Montana,1832,,0
Montana,1836,,0
Montana,1840,,0
Montana,1844,,0
Montana,1848,,0
Montana,1852,,0
Montana,1856,,0
Montana,1860,,0
Montana,1864,,0
Montana,1868,,0
Montana,1872,,0
Montana,1876,,0
Montana,1880,,0
Montana,1884,,0
Montana,1888,,0
Montana,1892,R,0
Montana,1896,D,1
Montana,1900,D,0
Montana,1904,R,1
Montana,1908,R,0
Montana,1912,D,1
Montana,1916,D,0
Montana,1920,R,1
Montana,1924,R,0
Montana,1928,R,0
Montana,1932,D,1
Montana,1936,D,0
Montana,1940,D,0
Montana,1944,D,0
Montana,1948,D,0
Montana,1952,R,1
Montana,1956,R,0
Montana,1960,R,0
Montana,1964,D,1
Montana,1968,R,1
Montana,1972,R,0
Montana,1976,R,0
Montana,1980,R,0
Montana,1984,R,0
Montana,1988,R,0
Montana,1992,D,1
Montana,1996,R,1
Montana,2000,R,0
Montana,2004,R,0
Montana,2008,R,0
Montana,2012,R,0
Montana,2016,R,0
Montana,2020,R,0
Nebraska,1789,,0
Nebraska,1792,,0
Nebraska,1796,,0
Nebraska,1800,,0
Nebraska,1804,,0
Nebraska,1808,,0
Nebraska,1812,,0
Nebraska,1816,,0
Nebraska,1820,,0
Nebraska,1824,,0
Nebraska,1828,,0
Nebraska,1832,,0
Nebraska,1836,,0
Nebraska,1840,,0
Nebraska,1844,,0
Nebraska,1848,,0
Nebraska,1852,,0
Nebraska,1856,,0
Nebraska,1860,,0
Nebraska,1864,,0
Nebraska,1868,R,0
Nebraska,1872,R,0
Nebraska,1876,R,0
Nebraska,1880,R,0
Nebraska,1884,R,0
Nebraska,1888,R,0
Nebraska,1892,R,0
Nebraska,1896,D,1
Nebraska,1900,R,1
Nebraska,1904,R,0
Nebraska,1908,D,1
Nebraska,1912,D,0
Nebraska,1916,D,0
Nebraska,1920,R,1
Nebraska,1924,R,0
Nebraska,1928,R,0
Nebraska,1932,D,1
Nebraska,1936,D,0
Nebraska,1940,R,1
Nebraska,1944,R,0
Nebraska,1948,R,0
Nebraska,1952,R,0
Nebraska,1956,R,0
Nebraska,1960,R,0
Nebraska,1964,D,1
Nebraska,1968,R,1
Nebraska,1972,R,0
Nebraska,1976,R,0
Nebraska,1980,R,0
Nebraska,1984,R,0
Nebraska,1988,R,0
Nebraska,1992,R,0
Nebraska,1996,R,0
Nebraska,2000,R,0
Nebraska,2004,R,0
Nebraska,2008,R,0
Nebraska,2012,R,0
Nebraska,2016,R,0
Nebraska,2020,R,0
Nevada,1789,,0
Nevada,1792,,0
Nevada,1796,,0
Nevada,1800,,0
Nevada,1804,,0
Nevada,1808,,0
Nevada,1812,,0
Nevada,1816,,0
Nevada,1820,,0
Nevada,1824,,0
Nevada,1828,,0
Nevada,1832,,0
Nevada,1836,,0
Nevada,1840,,0
Nevada,1844,,0
Nevada,1848,,0
Nevada,1852,,0
Nevada,1856,,0
Nevada,1860,,0
Nevada,1864,R,0
Nevada,1868,R,0
Nevada,1872,R,0
Nevada,1876,R,0
Nevada,1880,D,1
Nevada,1884,R,1
Nevada,1888,R,0
Nevada,1892,O,0
Nevada,1896,D,0
Nevada,1900,D,0
Nevada,1904,R,1
Nevada,1908,D,1
Nevada,1912,D,0
Nevada,1916,D,0
Nevada,1920,R,1
Nevada,1924,R,0
Nevada,1928,R,0
Nevada,1932,D,1
Nevada,1936,D,0
Nevada,1940,D,0
Nevada,1944,D,0
Nevada,1948,D,0
Nevada,1952,R,1
Nevada,1956,R,0
Nevada,1960,D,1
Nevada,1964,D,0
Nevada,1968,R,1
Nevada,1972,R,0
Nevada,1976,R,0
Nevada,1980,R,0
Nevada,1984,R,0
Nevada,1988,R,0
Nevada,1992,D,1
Nevada,1996,D,0
Nevada,2000,R,1
Nevada,2004,R,0
Nevada,2008,D,1
Nevada,2012,D,0
Nevada,2016,D,0
Nevada,2020,D,0
New Hampshire,1789,O,0
New Hampshire,1792,O,0
New Hampshire,1796,O,0
New Hampshire,1800,O,0
New Hampshire,1804,O,0
New Hampshire,1808,O,0
New Hampshire,1812,O,0
New Hampshire,1816,O,0
New Hampshire,1820,O,0
New Hampshire,1824,O,0
New Hampshire,1828,O,0
New Hampshire,1832,D,0
New Hampshire,1836,D,0
New Hampshire,1840,D,0
New Hampshire,1844,D,0
New Hampshire,1848,D,0
New Hampshire,1852,D,0
New Hampshire,1856,R,1
New Hampshire,1860,R,0
New Hampshire,1864,R,0
New Hampshire,1868,R,0
New Hampshire,1872,R,0
New Hampshire,1876,R,0
New Hampshire,1880,R,0
New Hampshire,1884,R,0
New Hampshire,1888,R,0
New Hampshire,1892,R,0
New Hampshire,1896,R,0
New Hampshire,1900,R,0
New Hampshire,1904,R,0
New Hampshire,1908,R,0
New Hampshire,1912,D,1
New Hampshire,1916,D,0
New Hampshire,1920,R,1
New Hampshire,1924,R,0
New Hampshire,1928,R,0
New Hampshire,1932,R,0
New Hampshire,1936,D,1
New Hampshire,1940,D,0
New Hampshire,1944,D,0
New Hampshire,1948,R,1
New Hampshire,1952,R,0
New Hampshire,1956,R,0
New Hampshire,1960,R,0
New Hampshire,1964,D,1
New Hampshire,1968,R,1
New Hampshire,1972,R,0
New Hampshire,1976,R,0
New Hampshire,1980,R,0
New Hampshire,1984,R,0
New Hampshire,1988,R,0
New Hampshire,1992,D,1
New Hampshire,1996,D,0
New Hampshire,2000,R,1
New Hampshire,2004,D,1
New Hampshire,2008,D,0
New Hampshire,2012,D,0
New Hampshire,2016,D,0
New Hampshire,2020,D,0
New Jersey,1789,O,0
New Jersey,1792,O,0
New Jersey,1796,O,0
New Jersey,1800,O,0
New Jersey,1804,O,0
New Jersey,1808,O,0
New Jersey,1812,O,0
New Jersey,1816,O,0
New Jersey,1820,O,0
New Jersey,1824,O,0
New Jersey,1828,O,0
New Jersey,1832,D,0
New Jersey,1836,O,0
New Jersey,1840,O,0
New Jersey,1844,O,0
New Jersey,1848,O,0
New Jersey,1852,D,0
New Jersey,1856,D,0
New Jersey,1860,R,1
New Jersey,1864,D,1
New Jersey,1868,D,0
New Jersey,1872,R,1
New Jersey,1876,D,1
New Jersey,1880,D,0
New Jersey,1884,D,0
New Jersey,1888,D,0
New Jersey,1892,D,0
New Jersey,1896,R,1
New Jersey,1900,R,0
New Jersey,1904,R,0
New Jersey,1908,R,0
New Jersey,1912,D,1
New Jersey,1916,R,1
New Jersey,1920,R,0
New Jersey,1924,R,0
New Jersey,1928,R,0
New Jersey,1932,D,1
New Jersey,1936,D,0
New Jersey,1940,D,0
New Jersey,1944,D,0
New Jersey,1948,R,1
New Jersey,1952,R,0
New Jersey,1956,R,0
New Jersey,1960,D,1
New Jersey,1964,D,0
New Jersey,1968,R,1
New Jersey,1972,R,0
New Jersey,1976,R,0
New Jersey,1980,R,0
New Jersey,1984,R,0
New Jersey,1988,R,0
New Jersey,1992,D,1
New Jersey,1996,D,0
New Jersey,2000,D,0
New Jersey,2004,D,0
New Jersey,2008,D,0
New Jersey,2012,D,0
New Jersey,2016,D,0
New Jersey,2020,D,0
New Mexico,1789,,0
New Mexico,1792,,0
New Mexico,1796,,0
New Mexico,1800,,0
New Mexico,1804,,0
New Mexico,1808,,0
New Mexico,1812,,0
New Mexico,1816,,0
New Mexico,1820,,0
New Mexico,1824,,0
New Mexico,1828,,0
New Mexico,1832,,0
New Mexico,1836,,0
New Mexico,1840,,0
New Mexico,1844,,0
New Mexico,1848,,0
New Mexico,1852,,0
New Mexico,1856,,0
New Mexico,1860,,0
New Mexico,1864,,0
New Mexico,1868,,0
New Mexico,1872,,0
New Mexico,1876,,0
New Mexico,1880,,0
New Mexico,1884,,0
New Mexico,1888,,0
New Mexico,1892,,0
New Mexico,1896,,0
New Mexico,1900,,0
New Mexico,1904,,0
New Mexico,1908,,0
New Mexico,1912,D,0
New Mexico,1916,D,0
New Mexico,1920,R,1
New Mexico,1924,R,0
New Mexico,1928,R,0
New Mexico,1932,D,1
New Mexico,1936,D,0
New Mexico,1940,D,0
New Mexico,1944,D,0
New Mexico,1948,D,0
New Mexico,1952,R,1
New Mexico,1956,R,0
New Mexico,1960,D,1
New Mexico,1964,D,0
New Mexico,1968,R,1
New Mexico,1972,R,0
New Mexico,1976,R,0
New Mexico,1980,R,0
New Mexico,1984,R,0
New Mexico,1988,R,0
New Mexico,1992,D,1
New Mexico,1996,D,0
New Mexico,2000,D,0
New Mexico,2004,R,1
New Mexico,2008,D,1
New Mexico,2012,D,0
New Mexico,2016,D,0
New Mexico,2020,D,0
New York,1789,,0
New York,1792,O,0
New York,1796,O,0
New York,1800,O,0
New York,1804,O,0
New York,1808,O,0
New York,1812,O,0
New York,1816,O,0
New York,1820,O,0
New York,1824,O,0
New York,1828,D,0
New York,1832,D,0
New York,1836,D,0
New York,1840,O,0
New York,1844,D,0
New York,1848,O,0
New York,1852,D,0
New York,1856,R,1
New York,1860,R,0
New York,1864,R,0
New York,1868,D,1
New York,1872,R,1
New York,1876,D,1
New York,1880,R,1
New York,1884,D,1
New York,1888,R,1
New York,1892,D,1
New York,1896,R,1
New York,1900,R,0
New York,1904,R,0
New York,1908,R,0
New York,1912,D,1
New York,1916,R,1
New York,1920,R,0
New York,1924,R,0
New York,1928,R,0
New York,1932,D,1
New York,1936,D,0
New York,1940,D,0
New York,1944,D,0
New York,1948,R,1
New York,1952,R,0
New York,1956,R,0
New York,1960,D,1
New York,1964,D,0
New York,1968,D,0
New York,1972,R,1
New York,1976,D,1
New York,1980,R,1
New York,1984,R,0
New York,1988,D,1
New York,1992,D,0
New York,1996,D,0
New York,2000,D,0
New York,2004,D,0
New York,2008,D,0
New York,2012,D,0
New York,2016,D,0
New York,2020,D,0
North Carolina,1789,,0
North Carolina,1792,O,0
North Carolina,1796,O,0
North Carolina,1800,O,0
North Carolina,1804,O,0
North Carolina,1808,O,0
North Carolina,1812,O,0
North Carolina,1816,O,0
North Carolina,1820,O,0
North Carolina,1824,O,0
North Carolina,1828,D,0
North Carolina,1832,D,0
North Carolina,1836,D,0
North Carolina,1840,O,0
North Carolina,1844,O,0
North Carolina,1848,O,0
North Carolina,1852,D,0
North Carolina,1856,D,0
North Carolina,1860,D,0
North Carolina,1864,,0
North Carolina,1868,R,0
North Carolina,1872,R,0
North Carolina,1876,D,1
North Carolina,1880,D,0
North Carolina,1884,D,0
North Carolina,1888,D,0
North Carolina,1892,D,0
North Carolina,1896,D,0
North Carolina,1900,D,0
North Carolina,1904,D,0
North Carolina,1908,D,0
North Carolina,1912,D,0
North Carolina,1916,D,0
North Carolina,1920,D,0
North Carolina,1924,D,0
North Carolina,1928,R,1
North Carolina,1932,D,1
North Carolina,1936,D,0
North Carolina,1940,D,0
North Carolina,1944,D,0
North Carolina,1948,D,0
North Carolina,1952,D,0
North Carolina,1956,D,0
North Carolina,1960,D,0
North Carolina,1964,D,0
North Carolina,1968,R,1
North Carolina,1972,R,0
North Carolina,1976,D,1
North Carolina,1980,R,1
North Carolina,1984,R,0
North Carolina,1988,R,0
North Carolina,1992,R,0
North Carolina,1996,R,0
North Carolina,2000,R,0
North Carolina,2004,R,0
North Carolina,2008,D,1
North Carolina,2012,R,1
North Carolina,2016,R,0
North Carolina,2020,R,0
North Dakota,1789,,0
North Dakota,1792,,0
North Dakota,1796,,0
North Dakota,1800,,0
North Dakota,1804,,0
North Dakota,1808,,0
North Dakota,1812,,0
North Dakota,1816,,0
North Dakota,1820,,0
North Dakota,1824,,0
North Dakota,1828,,0
North Dakota,1832,,0
North Dakota,1836,,0
North Dakota,1840,,0
North Dakota,1844,,0
North Dakota,1848,,0
North Dakota,1852,,0
North Dakota,1856,,0
North Dakota,1860,,0
North Dakota,1864,,0
North Dakota,1868,,0
North Dakota,1872,,0
North Dakota,1876,,0
North Dakota,1880,,0
North Dakota,1884,,0
North Dakota,1888,,0
North Dakota,1892,O,0
